dataset,split,seed,task_type,model,metric_name,metric_value,task_count,predictions_path,train_rows,val_rows,test_rows,train_csv,val_csv,test_csv,complete_group
clintox,random,2,classification,chemeleon_frozen,roc_auc,0.8875949240607514,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/chemeleon_frozen/chemeleon_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/test.csv,True
clintox,random,2,classification,chemeleon_finetune,roc_auc,0.8972188320771954,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/chemeleon_finetune/chemeleon_finetune_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/test.csv,True
clintox,random,2,classification,random_forest,roc_auc,0.8095846537056071,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/random_forest/random_forest_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/random/seed_2/splits/test.csv,True
clintox,scaffold,0,classification,interpremol_frozen,roc_auc,0.5936416084523686,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/interpremol_frozen/interpremol_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/test.csv,True
clintox,scaffold,0,classification,chemeleon_frozen,roc_auc,0.8023754909116185,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/chemeleon_frozen/chemeleon_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/test.csv,True
clintox,scaffold,0,classification,chemeleon_finetune,roc_auc,0.8272581934452439,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/chemeleon_finetune/chemeleon_finetune_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/test.csv,True
clintox,scaffold,0,classification,random_forest,roc_auc,0.8047379487714177,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/random_forest/random_forest_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_0/splits/test.csv,True
clintox,scaffold,1,classification,interpremol_frozen,roc_auc,0.5899098112814096,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/interpremol_frozen/interpremol_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/test.csv,True
clintox,scaffold,1,classification,chemeleon_frozen,roc_auc,0.8140183505369617,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/chemeleon_frozen/chemeleon_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/test.csv,True
clintox,scaffold,1,classification,chemeleon_finetune,roc_auc,0.8295311576825497,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/chemeleon_finetune/chemeleon_finetune_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/test.csv,True
clintox,scaffold,1,classification,random_forest,roc_auc,0.8047379487714177,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/random_forest/random_forest_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_1/splits/test.csv,True
clintox,scaffold,2,classification,interpremol_frozen,roc_auc,0.6285067598095437,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/interpremol_frozen/interpremol_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/test.csv,True
clintox,scaffold,2,classification,chemeleon_frozen,roc_auc,0.7769175963576964,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/chemeleon_frozen/chemeleon_frozen_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/test.csv,True
clintox,scaffold,2,classification,chemeleon_finetune,roc_auc,0.8318675494387099,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/chemeleon_finetune/chemeleon_finetune_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/test.csv,True
clintox,scaffold,2,classification,random_forest,roc_auc,0.8047379487714177,2,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/random_forest/random_forest_predictions.csv,1184,148,148,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/train.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/val.csv,/home/ubuntu/interpremol_benchmarks/moleculenet_20260406_124952/clintox/scaffold/seed_2/splits/test.csv,True
